Year,Country Name,Country Code,Human capital index (HCI) (scale 0-1),"Population, total","Suicide mortality rate (per 100,000 population)",Surface area (sq. km)
2021-01-01,Trinidad and Tobago,TTO,,1525663.0,,
2021-01-01,Tunisia,TUN,,12262946.0,,
2021-01-01,Turkiye,TUR,,84775404.0,,
2021-01-01,Turkmenistan,TKM,,6341855.0,,
2021-01-01,Turks and Caicos Islands,TCA,,45114.0,,
2021-01-01,Tuvalu,TUV,,11204.0,,
2021-01-01,Uganda,UGA,,45853778.0,,
2021-01-01,Ukraine,UKR,,43792855.0,,
2021-01-01,United Arab Emirates,ARE,,9365145.0,,
2021-01-01,United Kingdom,GBR,,67326569.0,,
2021-01-01,United States,USA,,331893745.0,,
2021-01-01,Uruguay,URY,,3426260.0,,
2021-01-01,Uzbekistan,UZB,,34915100.0,,
2021-01-01,Vanuatu,VUT,,319137.0,,
2021-01-01,"Venezuela, RB",VEN,,28199867.0,,
2021-01-01,Vietnam,VNM,,97468029.0,,
2021-01-01,Virgin Islands (U.S.),VIR,,105870.0,,
2021-01-01,West Bank and Gaza,PSE,,4922749.0,,
2021-01-01,"Yemen, Rep.",YEM,,32981641.0,,
2021-01-01,Zambia,ZMB,,19473125.0,,
2021-01-01,Zimbabwe,ZWE,,15993524.0,,
